id,trigger,conditions,script,text,options,notes
MPC_IAIICTTBMTTBarSearchSeePerson,DialogOptionSelected,"$option == MPC_IAIICTTBMTTBarSearchSeePerson",,"You're not sure why, but something draws your attention. In the split second before you're forced out of the bar, you make eye contact with someone. A pale-skinned woman,",,
MPC_IAIICTTBMTTBarSearchReturn,DialogOptionSelected,"$option == MPC_IAIICTTBMTTBarSearchReturn","BarCMD leaveBar",,,
"#END TT",,,,,,
,,,,,,
# Donn,,,,,,
MPC_IAIICTTBMDonnBarSearch,AddBarEvents,"MPC_IAIICTriTachCMD canDoPirateBMContactBarEvent","AddBarEvent MPC_IAIICTTBMDonnBarSearchEvent ""Look for anyone who will talk about the intel broker"" ""This would be a great place to search for clues as to the broker's identity."" highlight",,,
MPC_IAIICTTBMDonnBarSearchEvent,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarSearchEvent","BeginConversation MPC_donnPirate
FireBest MPC_IAIICTTBMDonnBarSearchEventStart",,,
MPC_IAIICTTBMDonnBarSearchEventStart,MPC_IAIICTTBMDonnBarSearchEventStart,,"BeginConversation MPC_donnPirate
SetTextHighlights ""It isn't working"" ""time""","You wander the bar, tapping shoulders and joining toasts, making a show to laugh and celebrate the latest freighter raid, which does much to amuse the underground patronage. Despite your efforts to loosen lips, however, it proves inefficient - the minute you drop your vague queries, faces scrunch and spit, turning away and refusing to talk. It's hard to tell if this is anything more than the typical pirate skepticism. 

Eventually, however, your questions obtain you a invitation to sit beside a well-dressed spacer, donned in lavish jewelry, and armed with a overdriven magpistol to ward off those who'd take them. ""Playing a dangerous game, you are. Your, uh, 'playing dumb'? $HeOrShe laughs, slapping $hisOrHer thigh. Suddenly, $hisOrHer tone drops. ""It isn't working. Everyone knows who you're talking about. And, uh, those that don't-"" $heOrShe smacks $hisOrHer lips. ""Kinda stupid, you dig me? Not worth your time."" ","MPC_IAIICTTBMDonnBarSearchEventTwo:""And are you?""",
MPC_IAIICTTBMDonnBarSearchEventTwo,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarSearchEventTwo","SetTextHighlightColors pirate luddic_church
SetTextHighlights ""Donn"" ""Gilead""

SetStoryOption MPC_IAIICTTBMDonnBarSkeptical 1 MPC_getDownPayment ui_char_spent_story_point ""Got a down payment from a pirate""
","$HeOrShe lets out a crusty laugh, not unlike a failing ventilation unit. ""Impatient, are we? Well, you have a good eye for business."" $HisOrHer eye gleams, and $heOrShe leans into a murmur. ""I need transport off Donn. Take me to Gilead, and I'll tell you - and give you - everything I know.""","MPC_IAIICTTBMDonnBarWhyGilead:""Why Gilead specifically?""
MPC_IAIICTTBMDonnBarDangers:""What's with the cloak-and-dagger?""
MPC_IAIICTTBMDonnBarSkeptical:""And how can I be sure I can trust you?""
MPC_IAIICTTBMDonnBarAccept:""I'll do it.""",
MPC_IAIICTTBMDonnBarWhyGilead,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarWhyGilead","RemoveOption MPC_IAIICTTBMDonnBarWhyGilead
SetTextHighlights ""I"" ""Data cache""","""Does it really matter to you?"" $heOrShe grumbles, then sighs in defeat. ""Look - there's only so much I can tell you. On Gilead is... a..."" $heOrShe considers $hisOrHer words. ""Data cache. Once I get there, I'll give you the coordinates. Apart from that, well, you know Gilead. Easy to blend in as a pilgrim, or something."" $HeOrShe contemplates something, then decides against it.",,
MPC_IAIICTTBMDonnBarDangers,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarDangers","RemoveOption MPC_IAIICTTBMDonnBarDangers
SetTextHighlights ""WARRANTS"" ""ARREST""","""Do you really need to ask?"" $HeOrShe judges you. ""A well-dressed outlaw in a pirate bar, trying to get to a church world? Look - I'll make it simple for you."" $HeOrShe crosses a leg. ""I have WARRANTS. For my ARREST. Understand?""

$HeOrShe ignores your answer.",,
MPC_IAIICTTBMDonnBarSkeptical,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarSkeptical","RemoveOption MPC_IAIICTTBMDonnBarSkeptical
AddTextSmall ""Received downpayment of $global.MPC_downPaymentDGS"" highlight
AddCredits $global.MPC_downPaymentAmount
$global.MPC_acceptedDownPayment = true
","$HeOrShe sighs. ""By ludd's tears, we're really doing this? Okay, okay, fine!"" $HeOrShe slaps $hisOrHer hands on the table, and grumbles. ""Look-"" $heOrShe pulls out a credchit. ""Take this as down payment, alright? You can give it back once I tell you what I know.""",,
MPC_IAIICTTBMDonnBarAccept,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarAccept",,"$HeOrShe flashes a yellowed grin. ""You won't regret this, Captain. Oh, and one more thing-"" $heOrShe holds up a finger, looking to your nearest guard, craning $hisOrHer head to get a better appraisal. ""Could this one walk me back to your $shipOrFleet...?"" $HeOrShe giggles, prompting no response from your elite bodyguards. ""I hope you understand - I'm a wanted man.""","MPC_IAIICTTBMDonnBarAcceptYes:Yes
MPC_IAIICTTBMDonnBarAcceptNo:No
MPC_IAIICTTBMDonnBarAcceptWtf:No (forcefully)",
MPC_IAIICTTBMDonnBarAcceptYes,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarAcceptYes","MPC_IAIICTriTachCMD beginPirateDelivery
$global.MPC_foundPirateBMContactInBar = true","You ignore the protesting gaze of your guard and wave them away. They swallow, then salute stiffly, joining $personName's side. $HeOrShe pats the guard's shoulder. ""You'll keep me safe, right?"" $HeOrShe snorts, dragging them along them as they walk outside the bar. All you can do is sigh.","MPC_IAIICTTBMDonnBarEnd:Return to your fleet",
MPC_IAIICTTBMDonnBarAcceptNo,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarAcceptNo","MPC_IAIICTriTachCMD beginPirateDelivery
$global.MPC_foundPirateBMContactInBar = true","$HisOrHer playful smile doesn't inch. ""Ah well. With you, then!"" $HeOrHer joins your side - a little too close for comfort. You get the feeling $heOrShe enjoys this. You certainly don't.","MPC_IAIICTTBMDonnBarEnd:Return to your fleet",
MPC_IAIICTTBMDonnBarAcceptWtf,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarAcceptWtf","MPC_IAIICTriTachCMD beginPirateDelivery
AdjustRepActivePerson SUSPICIOUS -1
$global.MPC_foundPirateBMContactInBar = true","$HeOrShe falters in the face of your momentary assault. ""...right... I... I'll get-on my way to the $shipOrFleet, then..."" $heOrShe mutters, trying $hisOrHer best to maintain $hisOrHer smile. $HeOrShe trudges away, ignoring your entandre - proving your theory $heOrShe only wanted to take a guard to torment you.

What a horrendous individual.","MPC_IAIICTTBMDonnBarEnd:Return to your fleet",
MPC_IAIICTTBMDonnBarEnd,DialogOptionSelected,"$option == MPC_IAIICTTBMDonnBarEnd","EndConversation
BarCMD leaveBar",,,
"#END Donn",,,,,,
,,,,,,
# Cethlenn,,,,,,
MPC_IAIICTTBMCethlennBarSearch,AddBarEvents,"MPC_IAIICTriTachCMD canDoIndieBMContactBarEvent","AddBarEvent MPC_IAIICTTBMCethlennBarSearchEvent ""Look for anyone who will talk about the intel broker"" ""This would be a great place to search for clues as to the broker's identity."" highlight",,,
MPC_IAIICTTBMCethlennBarSearchEvent,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchEvent",,"Quite aware of the Tri-Tachyon influence on this polity, you opt for caution. Buzzwords and codephrases flow out your mouth like wind, and you ensure alcohol keeps pouring like water. Eventually, you come to the conclusion that most patrons either don't know what you're getting at, or recognize it and decide not to share anything.

You might have to up the ante.","MPC_IAIICTTBMCethlennBarSearchEventPushLuck:Push your luck
MPC_IAIICTTBMCethlennBarSearchEventAbort:Change your mind, and give up this pursuit",
MPC_IAIICTTBMCethlennBarSearchEventAbort,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchEventAbort","$global.MPC_failedIndieBMContact = true
BarCMD leaveBar","You wisely abandon this course of action.",,
MPC_IAIICTTBMCethlennBarSearchEventPushLuck,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchEventPushLuck",,"You didn't come all this way and use some of your best wit just to give up now. You drop your careful demeanour and start asking the *hard* questions. ""Do you know anything about someone gathering intel on Tri-Tach employees around here?"" ""I need to know about the data broker."" ""Ever heard of any execs doing strange things around here?""

The most common reaction is a nervous smile, and a scoot away. The second most common is a death glare. The third most common is a grifter trying to sell you something in a completely unrelated counter-offer. It soon becomes clear that your efforts are for naught - all possible contact points are exhausted. You slump your shoulders and move to exit the bar for greener pastures, only to bounce off two hulking men blocking the exit.","MPC_IAIICTTBMCethlennBarSearchBeginConfrontation:Stagger backwards",
MPC_IAIICTTBMCethlennBarSearchBeginConfrontation,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchBeginConfrontation","BeginConversation MPC_triTachBruiserOne
ShowSecondPerson MPC_triTachBruiserTwo

FireBest MPC_IAIICTTBMCethlennBarSearchBeginConfrontationImpl",,,
MPC_IAIICTTBMCethlennBarSearchBeginConfrontationImpl,MPC_IAIICTTBMCethlennBarSearchBeginConfrontationImpl,,"SetStoryOption MPC_IAIICTTBMCethlennBarSearchCoaxInfo 1 MPC_getDownPayment ui_char_spent_story_point ""Got data broker intel out of some Tri-Tach bruisers""","Before you stands a pair of Tri-Tach bruisers, scowling at you with arms crossed. Your bodyguards instinctively take protective formation in front of you, a wall of meat and metal between the threat. Their gaze doesnt deviate from you, like a predator on herded prey. 

The first one steps forward, into the unlit stunprod of a guard, almost challenging you. ""We don't like it when you ask these questions. Privacy violation, you know?"" 
The second one joins him. ""Yeah - real rude. You're making people real uncomfortable."" He cracks his knuckles, prompting the wall formation to tighten. ""I think people would like it if you left...""

""And never came back.""","MPC_IAIICTTBMCethlennBarSearchCoaxInfo:See if you can coax some info out of these meatheads
MPC_IAIICTTBMCethlennBarSearchInsultStart:Tell them to emergency burn into a pulsar
MPC_IAIICTTBMCethlennBarSearchLeaveBefore:This isn't worth it. Just leave",
MPC_IAIICTTBMCethlennBarSearchInsultStart,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultStart","$player.ethosCocky++

AdjustRepActivePerson HOSTILE -10
AdjustRepPerson MPC_triTachBruiserTwo HOSTILE -10
AdjustRep tritachyon SUSPICIOUS -1

$global.MPC_failedIndieBMContact = true","They spare no reaction other than the intensification of their glares. You stand there, smugly triumphant in the battle of ""wits"".","MPC_IAIICTTBMCethlennBarSearchInsultTwo:Prepare your next verbal assault
MPC_IAIICTTBMCethlennBarSearchInsultTwoSmug:Just stand there, glaring cheerfully
MPC_IAIICTTBMCethlennBarSearchInsultTwoApologize:Rethink your situation and apologize",
MPC_IAIICTTBMCethlennBarSearchInsultTwo,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultTwo","MPC_IAIICTriTachCMD lightsOut
PlaySound MPC_punch
HideFirstPerson
HideSecondPerson","You immediately launch into preparations for your next brilliant insult. But before your thought can finish, your vision is suddenly obscured by the blur of reddened flesh, a scream of white, and then black void.","MPC_IAIICTTBMCethlennBarSearchInsultAwaken:Wake up",
MPC_IAIICTTBMCethlennBarSearchInsultTwoSmug,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultTwoSmug","MPC_IAIICTriTachCMD lightsOut
PlaySound MPC_punch
HideFirstPerson
HideSecondPerson","Your vision is suddenly obscured by the blur of reddened flesh, a screen of pain and white, and then black void.","MPC_IAIICTTBMCethlennBarSearchInsultAwaken:Wake up",
MPC_IAIICTTBMCethlennBarSearchInsultTwoApologize,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultTwoApologize","MPC_IAIICTriTachCMD lightsOut
PlaySound MPC_punch
HideFirstPerson
HideSecondPerson
$player.ethosMercy++","Before your apology can escape your lips, your vision is suddenly obscured by the blur of reddened flesh, a screen of pain and white, and then black void.","MPC_IAIICTTBMCethlennBarSearchInsultAwaken:Wake up",
MPC_IAIICTTBMCethlennBarSearchInsultAwaken,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultAwaken","AddTextSmall ""Received minor brain damage"" bad
MPC_IAIICTriTachCMD awaken","Your vision gradually returns to you, assailed by floating white spots. You find yourself on a med-center hypobed, prone, surrounded by your guards, and towered by a triage-medic (presumably sent from your $shipOrFleet). You hiss in pain as a cloth dabs at an open gash on your skull, and sigh in relief as your morpitine kicks in.","MPC_IAIICTTBMCethlennBarSearchInsultSitrep:""S... Sitrep?""
MPC_IAIICTTBMCethlennBarSearchInsultGetUp:Try to get up",
MPC_IAIICTTBMCethlennBarSearchInsultGetUp,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultGetUp",,"Your vision doubles, than triples, before you finally surrender yourself to the physician's care. ""You were punched in the face, $playerSirOrMadam. Bad."" A guard comments. Answering your grimly inquisitive gaze, they continue, ""Doc over here says you've got a nasty concussion. Nothing a neurostabilizer won't fix, though."" As if on queue, the medic attaches a small framework device onto your temple, and you feel a sharp jolt like an omen's EMP emitter directly in your brain. Before you can reprimand them, the doctor advises ""No piloting for the next week, at least. That stabilizer will keep you in the game until your brain recovers.""","MPC_IAIICTTBMCethlennBarSearchInsultWhatHappened:""What happened to my assailants?""
MPC_IAIICTTBMCethlennBarSearchInsultWhatHappenedRude:""What happened to those assholes?""
MPC_IAIICTTBMCethlennBarSearchInsultLeave:Get up and leave, with the assistance of your guards",
MPC_IAIICTTBMCethlennBarSearchInsultSitrep,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultSitrep",,"Your guards look between eachother, silently deciding who will answer. Finally, one speaks up: ""You were punched in the face, $playerSirOrMadam. Bad."" Answering your grimly inquisitive gaze, they continue, ""Doc over here says you've got a nasty concussion. Nothing a neurostabilizer won't fix, though."" As if on queue, the medic attaches a small framework device onto your temple, and you feel a sharp jolt like an omen's EMP emitter directly in your brain. Before you can reprimand them, the doctor advises ""No piloting for the next week, at least. That stabilizer will keep you in the game until your brain recovers.""","MPC_IAIICTTBMCethlennBarSearchInsultWhatHappened:""What happened to my assailants?""
MPC_IAIICTTBMCethlennBarSearchInsultWhatHappenedRude:""What happened to those assholes?""
MPC_IAIICTTBMCethlennBarSearchInsultLeave:Get up and leave, with the assistance of your guards",
MPC_IAIICTTBMCethlennBarSearchInsultWhatHappenedRude,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultWhatHappenedRude","$option = MPC_IAIICTTBMCethlennBarSearchInsultWhatHappened
FireBest DialogOptionSelected",,,
MPC_IAIICTTBMCethlennBarSearchInsultWhatHappened,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultWhatHappened","RemoveOption MPC_IAIICTTBMCethlennBarSearchInsultWhatHappened
RemoveOption MPC_IAIICTTBMCethlennBarSearchInsultWhatHappenedRude","It takes a moment for your guards to respond. ""We held them down, waited for MuniSec to arrive - didn't take long. They're in the local brig now.""

Good.",,
MPC_IAIICTTBMCethlennBarSearchInsultLeave,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchInsultLeave","EndConversation
BarCMD leaveBar","You groan as your muscles fight against you, but the arms of your bodyguards help you up and into your waiting shuttle.",,
MPC_IAIICTTBMCethlennBarSearchLeaveBefore,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchLeaveBefore","$global.MPC_failedIndieBMContact = true
EndConversation
BarCMD leaveBar","They smugly smile as you walk out the door. It seems your line of inquiry here has come to an end.",,
MPC_IAIICTTBMCethlennBarSearchCoaxInfo,DialogOptionSelected,"$option ==MPC_IAIICTTBMCethlennBarSearchCoaxInfo",,"You're no stranger to dealing with enforcers such as these. They clearly know something. It shouldn't be too hard to get them to slip up.","MPC_IAIICTTBMCethlennBarSearchCoaxInfoTwo:""Are you sure about that? Take a closer look at me.""",
MPC_IAIICTTBMCethlennBarSearchCoaxInfoTwo,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchCoaxInfoTwo",,"The first goon squints, and the other raises a brow. ""Are we supposed to know you?""","MPC_IAIICTTBMCethlennBarSearchCoaxInfoThree:Put on your best scowl and growl ""You don't recognize your superior?!""",
MPC_IAIICTTBMCethlennBarSearchCoaxInfoThree,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchCoaxInfoThree","$global.MPC_discoveredBMName = true
$global.MPC_trickedTriTachBruisers = true
SetTextHighlights ""Khalidra"" ""simmering""

MPC_IAIICTriTachCMD incrementEvidence","Like a tachyonbolt through oscillating shields, you sense weakness just for a moment in the brief fear of subordination. And you pounce.

Your *tear* into them. How dare they not recognize their boss' second-in-command?! Do they not realize you have authority?! You finish by declaring if they had been just a bit more rude, you'd have discarded their contracts on the spot.

They stand there, now throughly out of their depths, seeking any escape. ""S-sorry, $playerSirOrMadam - we didn't, notice, Khalidra never told us... we... we'll leave you to it..."" The first one blabbers. The second one listening to him speak, gasps and punches him in the back. ""IDIOT! You seriously believed that?! You dolt - you just gave away her name!""

So a woman named Khalidra. Interesting.

The two notice your introspection and turn their attention to you, positively simmering.","MPC_IAIICTTBMCethlennBarSearchCoaxInfoSmile:Smile smugly
MPC_IAIICTTBMCethlennBarSearchCoaxInfoRun:Make a quick heel-turn and get out while you still can",
MPC_IAIICTTBMCethlennBarSearchCoaxInfoSmile,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchCoaxInfoSmile","MPC_IAIICTriTachCMD lightsOut
PlaySound MPC_punch
HideFirstPerson
HideSecondPerson
$player.ethosCocky++","Your vision is suddenly obscured by the blur of reddened flesh, a screen of pain and white, and then black void.","MPC_IAIICTTBMCethlennBarSearchInsultAwaken:Wake up",
MPC_IAIICTTBMCethlennBarSearchCoaxInfoRun,DialogOptionSelected,"$option == MPC_IAIICTTBMCethlennBarSearchCoaxInfoRun","MPC_IAIICTriTachCMD lightsOut
PlaySound MPC_punch
HideFirstPerson
HideSecondPerson","Before you can react, your vision is suddenly obscured by the blur of reddened flesh, a screen of pain and white, and then black void.","MPC_IAIICTTBMCethlennBarSearchInsultAwaken:Wake up",
"#END Cethlenn",,,,,,
"#END Go to bar, search for someone who knows anything",,,,,,
,,,,,,
# Deliver pirate to gilead,,,,,,
MPC_IAIICTTBMDeliverPirateOptionHub,PopulateOptions,"MPC_IAIICTriTachCMD canDeliverPirateToGilead","FireBest MPC_modifyGileadDeliverOption",,"40:MPC_IAIICTTBMDeliverPirateOption:Drop off $global.MPC_deliveryPirateName at the nearest population center",
MPC_modifyGileadDeliverOptionCantLand,MPC_modifyGileadDeliverOption,"$tradeMode == NONE","SetEnabled MPC_IAIICTTBMDeliverPirateOption false
SetTooltip MPC_IAIICTTBMDeliverPirateOption ""You are currently unable to dock.""",,,
MPC_IAIICTTBMDeliverPirateOption,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOption","BeginConversation ""MPC_donnPirate""
FireBest MPC_IAIICTTBMDeliverPirateOptionBegin",,,
MPC_IAIICTTBMDeliverPirateOptionBegin,MPC_IAIICTTBMDeliverPirateOptionBegin,,,"You and $personName take a shuttle down to a rather rural part of Gilead, at $hisOrHer request. Traffic control proceeds normally, with only a small prayer exchanged between pilot and controller. Everything appears to be going well, up until the intercom sparks to life with a worried tone.","MPC_IAIICTTBMDeliverPirateOptionTwo:Listen",
MPC_IAIICTTBMDeliverPirateOptionTwo,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionTwo","SetTextHighlights ""land immediately""","""Captain, we... have a problem."" The pilot speaks. ""I've received orders from the local knights sect to... land immediately. And--aw, shit!"" You stiffen as something seems to be added to the ambient roar of engines. ""They've got a skiff on our flank! Interdictors hot, locked on our thrusters! They're not saying anything else-Captain I'm sorry but I've got to put her down!""

You glance over to your passenger, who is currently sweating bullets. ""Damn it - how'd they figure it out? Captain-"" $heOrShe nervously glances at you, mouth agape, searching for words. Finanlly, after a eternity of a second, $heOrShe stammers, ""Y-you can't let them take me. Re-remember-"" $heOrShe clears her throat. ""Without me, you can't get that datacache. You won't learn - ANYTHING!"" $HeOrShe swallows, sitting back.","MPC_IAIICTTBMDeliverPirateOptionLand:Order the pilot to land
MPC_IAIICTTBMDeliverPirateOptionLandCurse:Curse, and order the pilot to land",
MPC_IAIICTTBMDeliverPirateOptionTwoDownpayment,,,"SetTextHighlights ""land immediately"" ""down payment""","""Captain, we... have a problem."" The pilot speaks. ""I've received orders from the local knights sect to... land immediately. And--aw, shit!"" You stiffen as something seems to be added to the ambient roar of engines. ""They've got a skiff on our flank! Interdictors hot, locked on our thrusters! They're not saying anything else-Captain I'm sorry but I've got to put her down!""

You glance over to your passenger, who is currently sweating bullets. ""Damn it - how'd they figure it out? Captain-"" $heOrShe nervously glances at you, mouth agape, searching for words. Finanlly, after a eternity of a second, $heOrShe stammers, ""Y-you can't let them take me. Re-remember-"" $heOrShe clears her throat. ""Without me, you can't get that datacache. You won't learn - ANYTHING!"" $HeOrShe swallows, sitting back.

You consider your options, but are broken out of your thought by your pilot's intercom crackling to life. ""C-Captain-"" the pilot stammers. ""There's five now. They've taken a-a claw formation behind us. We... we can't outrun this.""","MPC_IAIICTTBMDeliverPirateOptionLand:Order the pilot to land
MPC_IAIICTTBMDeliverPirateOptionLandCurse:Curse, and order the pilot to land
",
MPC_IAIICTTBMDeliverPirateOptionLandCurse,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionLandCurse","$option = MPC_IAIICTTBMDeliverPirateOptionLand
FireBest DialogOptionSelected",,,
MPC_IAIICTTBMDeliverPirateOptionEVADE,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionEVADE","RemoveOption MPC_IAIICTTBMDeliverPirateOptionEVADE
SetTextHighlights ""A horrible idea""","You take stock of your tactical situation. Five heavily-armed skiffs on your flank, with reinforcements likely only minutes away. Heavy batteries on the ground, ready to rip you apart if you try anything. All in all...

A horrible idea.",,"SetTextHighlights ""You get the distinct feeling that this is a VERY, VERY VERY BAD IDEA.""
SetStoryOption MPC_IAIICTTBMDeliverPirateOptionEVADEYes 10 MPC_suicide ui_char_spent_story_point ""you wont live to read this lol""

You recall your tactical situation. Outnumbered 5 to 1 in hostile territory. Outgunned, outmaneuvered, surrounded, and mostly unarmed. A victory would be more than a miracle in a situation like this.

You get the distinct feeling that this is a VERY, VERY VERY BAD IDEA. You briefly recontemplate this action.

MPC_IAIICTTBMDeliverPirateOptionEVADEYes:Continue - you're sure of yourself (Very, very bad idea)
MPC_IAIICTTBMDeliverPirateOptionEVADENo:Wisely reconsider"
MPC_IAIICTTBMDeliverPirateOptionEVADEYes,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionEVADEYes","SetTextHighlights ""What a stupid way to die.""","Grinning ear to ear, you storm into the cockpit, and shove out the ailing pilot. You skillfully pull the shuttle into a spiralling orbit around the nearest skiff and go weapons hot. Your ears fill with the sound of heavy gunfire as your vision is obscured by the detritus of the now-destroyed patrolboat. Turning to your next target, you notice an incoming barrage of swarmers. Of course, their speed is no match to your piloting ability, and you make a quick dodge to the side.

And then you lose an engine.
And then you lose your weapons.
And then the hull is breached.

Failure after failure, shell after shells rip into your shuttle, sending shrapnel to tear into your flesh. Blood splurts all over the floor as you feel your life leave you, and your only thought is...

""What a stupid way to die.""","MPC_IAIICTTBMDeliverPirateOptionSuccumb:Succumb",
MPC_IAIICTTBMDeliverPirateOptionSuccumb,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionSuccumb","MPC_IAIICTriTachCMD fuckingDie",,,
MPC_IAIICTTBMDeliverPirateOptionLand,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionLand",,"You order the pilot to carefully set the shuttle down in the nearest clearing - abiding by the knight's instructions. The harsh thrum of the engines come to a hum, then stop. ","MPC_IAIICTTBMDeliverPirateOptionStepOut:Step outside
MPC_IAIICTTBMDeliverPirateOptionStepOutWith:Step outside, with $global.MPC_deliveryPirateName",
MPC_IAIICTTBMDeliverPirateOptionStepOutWith,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionStepOutWith","$MPC_steppedOutWithGuy = true 0
$option = MPC_IAIICTTBMDeliverPirateOptionStepOut
FireBest DialogOptionSelected",,,
MPC_IAIICTTBMDeliverPirateOptionStepOut,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionStepOut","ShowSecondPerson MPC_arrestingKnightOfficer","Light from the sun eeks through the crack of the opening door, flooding in with full force to reveal an array of knights aiming CP-rifles at you. In the middle is a tightly-dressed officer, only slightly more adorned than his compatriots.

He looks you over and approaches, extending a hand in greeting.

""Knight-Commander Kelk. And you are?""","MPC_IAIICTTBMDeliverPirateOptionShakeHand:Introduce yourself and shake his hand
MPC_IAIICTTBMDeliverPirateOptionRemainMotionless:Remain still",
MPC_IAIICTTBMDeliverPirateOptionRemainMotionless,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionRemainMotionless","SetTextHighlights ""blackmailer""
FireBest MPC_IAIICTTBMDeliverPirateReferText
FireAll MPC_IAIICTTBMDeliverPirateLandedOptions","""Ahh..."" You sense a slight frown forming in the corner of his mouth. ""That's disappointing... I was hoping we could start this on a high note. Well... let's get to it, Captain."" 

""I believe you're harboring a... known associate of a quite notorious blackmailer.""",,
MPC_IAIICTTBMDeliverPirateOptionShakeHand,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionShakeHand","SetTextHighlights ""blackmailer""
FireBest MPC_IAIICTTBMDeliverPirateReferText
FireAll MPC_IAIICTTBMDeliverPirateLandedOptions
AdjustRepPerson MPC_arrestingKnightOfficer FAVORABLE 1","Kelk smiles. ""Under Ludd's light, the least we can do is give eachother some kindness, even in the darkest times."" he nods to his soldiers, whose aim doesn't waver. ""I believe you're harboring a... known associate of a quite notorious blackmailer.""",,
MPC_IAIICTTBMDeliverPirateReferTextOut,MPC_IAIICTTBMDeliverPirateReferText,"$MPC_steppedOutWithGuy score:50","FireBest MPC_IAIICTTBMDeliverPirateReferText","His gaze knowingly drifts to $personFirstName, who is busy fidgeting alongside you.",,
MPC_IAIICTTBMDeliverPirateReferTextNot,MPC_IAIICTTBMDeliverPirateReferText,"!$MPC_steppedOutWithGuy score:50",,"You feel his gaze drift to your shuttle. ""Come on out. I know you're in there, $personFirstName."" Sheepishly, $personFirstName trundles out of into the sun, beside you, fidgeting nervously.",,
MPC_IAIICTTBMDeliverPirateLandedOptionsStandard,MPC_IAIICTTBMDeliverPirateLandedOptions,,"SetOptionColor MPC_IAIICTTBMDeliverPirateOptionAskAboutBM highlight
FireBest MPC_IAIICTTBMDeliverPiratePirateReaction
SetStoryOption MPC_IAIICTTBMDeliverPirateOptionTalkOut 1 MPC_getDownPayment ui_char_spent_story_point ""Appealed to a church officer's sense of justice""","""I would very much like to 'take' this associate, and hold $himOrHer accountable for $hisOrHer crimes. You understand, of course.""

$personFirstName gives you a pleading look. If you let $himOrHer go, you'll never learn what they have to know about this 'blackmailer'. On the other hand, refusing to hand $himOrHer over may cause diplomatic issues with the church, and may not even be possible without a special kind of wit.","0:MPC_IAIICTTBMDeliverPirateOptionAskAboutBM:""Hold on. You said $heOrShe is a associate of a 'blackmailer'?""
1:MPC_IAIICTTBMDeliverPirateOptionNo:""No.""
5:MPC_IAIICTTBMDeliverPirateOptionTalkOut:Appeal to the officer's sense of justice

10:MPC_IAIICTTBMDeliverPirateHandOver:Agree to hand over the pirate",
